GAUGE,YEAR_OPENE,InLine_FID,SimLnFLag,POINT_X,POINT_Y
2.6,1915,77,0,77.76936933,20.33790145
2.6,1915,77,0,78.12686933,20.42970145
2.6,1915,78,0,72.78236933,22.45760145
2.6,1915,78,0,72.74816933,22.67960145
2.6,1915,79,0,73.32336933,22.49660145
2.6,1915,79,0,73.40626933,22.12950145
2.6,1915,80,0,87.89366933,23.25320145
2.6,1915,80,0,88.08386933,23.64410145
2.6,1916,81,0,77.72606933,13.35370145
2.6,1916,81,0,77.76276933,13.44190145
2.6,1916,81,0,78.17506933,13.40490145
2.6,1916,81,0,78.13036933,13.18350145
2.6,1916,82,0,79.70606933,20.15330145
2.6,1916,82,0,79.66066933,20.03690145
2.6,1916,82,0,79.35736933,19.92140145
2.6,1916,82,0,79.32796933,19.89830145
2.6,1916,83,0,73.37456933,22.55630145
2.6,1916,83,0,73.60216933,22.45240145
2.6,1916,83,0,73.81626933,22.48560145
2.6,1916,84,0,87.04066933,23.21440145
2.6,1916,84,0,87.13716933,23.31060145
2.6,1916,84,0,87.32586933,23.32760145
2.6,1916,84,0,87.62936933,23.21380145
2.6,1916,85,0,70.90726933,32.60310145
2.6,1916,85,0,70.73566933,32.33060145
2.6,1916,85,0,70.37726933,32.22870145
2.6,1917,86,0,77.54566933,13.06160145
2.6,1917,86,0,77.57086933,13.14240145
2.6,1917,87,0,73.31266933,20.68620145
2.6,1917,87,0,73.32106933,20.68370145
2.6,1917,87,0,73.37076933,20.65240145
2.6,1917,87,0,73.37666933,20.64730145
2.6,1917,88,0,72.95206933,20.71490145
2.6,1917,88,0,73.31266933,20.68620145
